Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000218834		
ENSG00000228019		
ENSG00000009413	5980	REV3L
ENSG00000121486	81627	TRMT1L
ENSG00000232241		DYNLT3P1
ENSG00000167483	199786	FAM129C
ENSG00000171657	27197	GPR82
ENSG00000131242	84440	RAB11FIP4
ENSG00000131242	100616248	RAB11FIP4
ENSG00000106610	64940	STAG3L4
ENSG00000273888	145438	FRMD6-AS1
ENSG00000067445	7216	TRO
ENSG00000148344	9536	PTGES
ENSG00000234766		LINC01496
ENSG00000234017		
ENSG00000257287		
ENSG00000006712	54623	PAF1
ENSG00000272562		
ENSG00000241216		SNAPC5P1
ENSG00000232205		CDY18P
ENSG00000259218		LINC00928
ENSG00000258753		
ENSG00000232453	105378753	
ENSG00000139287	121278	TPH2
ENSG00000130997	353497	POLN
ENSG00000235478	100996342	
ENSG00000230623		
ENSG00000275532		
ENSG00000270344		
ENSG00000239264	81567	TXNDC5
ENSG00000227576		GPR53P
ENSG00000125813	5075	PAX1
ENSG00000224310	400511	LINC01567
ENSG00000125851	5126	PCSK2
ENSG00000238109		
ENSG00000237753		
ENSG00000243593	101926983	
ENSG00000220113		MTCYBP4
ENSG00000255790		
ENSG00000177225	347862	PDDC1
ENSG00000135655	9958	USP15
ENSG00000135655	102465133	USP15
ENSG00000236012		HIGD1AP12
ENSG00000183527	8624	PSMG1
ENSG00000232765		
ENSG00000270433		
ENSG00000175606	54968	TMEM70
ENSG00000112763	11120	BTN2A1
ENSG00000279732		
ENSG00000108852	4355	MPP2
ENSG00000101189	55257	MRGBP
ENSG00000260816		
ENSG00000249742		
ENSG00000262381		MTATP6P24
ENSG00000249091		
ENSG00000144120	80775	TMEM177
ENSG00000228544	100131193	CCDC183-AS1
ENSG00000160051	55721	IQCC
ENSG00000214376	387804	VSTM5
ENSG00000228789	285834	HCG22
ENSG00000176136	4161	MC5R
ENSG00000011009	11313	LYPLA2
ENSG00000053328	728464	METTL24
ENSG00000104885	84444	DOT1L
ENSG00000213398	3931	LCAT
ENSG00000233349		LINC00333
ENSG00000250264		
ENSG00000198435	441478	NRARP
ENSG00000282815	100129520	TEX13C
ENSG00000227180		
ENSG00000204296	10665	C6orf10
ENSG00000241011		
ENSG00000240980		
ENSG00000267055		
ENSG00000239327		
ENSG00000140479	5046	PCSK6
ENSG00000109084	27346	TMEM97
ENSG00000141026	55090	MED9
ENSG00000232125	391475	DYTN
ENSG00000225382		
ENSG00000134146	89978	DPH6
ENSG00000232748		
ENSG00000203837	119548	PNLIPRP3
ENSG00000125319	78995	C17orf53
ENSG00000160654	917	CD3G
ENSG00000237352		LINC01358
ENSG00000236240		GPC5-IT1
ENSG00000186625	11104	KATNA1
ENSG00000242229		RPS3AP14
ENSG00000168398	624	BDKRB2
ENSG00000253571		
ENSG00000272840		
ENSG00000206509	3134	HLA-F
ENSG00000265182		SRP72P1
ENSG00000253189		
ENSG00000262519		TXNP4
ENSG00000237581		
ENSG00000253880		
ENSG00000213203	170575	GIMAP1
ENSG00000229225		
ENSG00000231305		
ENSG00000180211		
ENSG00000173875	163049	ZNF791
ENSG00000069020	375449	MAST4
ENSG00000224501	3304	HSPA1B
ENSG00000224698		
ENSG00000198586	9874	TLK1
ENSG00000279485		
ENSG00000112118	4172	MCM3
ENSG00000125753	7408	VASP
ENSG00000212900	83897	KRTAP3-2
ENSG00000259126		
ENSG00000226369		USP9YP11
ENSG00000237133		
ENSG00000277190		
ENSG00000258487		
ENSG00000270720		
ENSG00000234993		CUBNP2
ENSG00000277738		
ENSG00000251293		
ENSG00000282946		
ENSG00000237804		HNRNPA1P39
ENSG00000223393	101927604	
ENSG00000256150		
ENSG00000158106	114822	RHPN1
ENSG00000224402		OR6D1P
ENSG00000277080		
ENSG00000226370	104355140	LINC00375
ENSG00000124743	401265	KLHL31
ENSG00000254399		GLYATL1P4
ENSG00000258125		
ENSG00000253318		TMCC1P1
ENSG00000241696	100505609	
ENSG00000280961	114760	TTTY3B
ENSG00000280961	474148	TTTY3B
ENSG00000107816	84445	LZTS2
ENSG00000185477	285513	GPRIN3
ENSG00000281502		ASH2LP1
ENSG00000222037		IGLC6
ENSG00000258224		
ENSG00000224341		
ENSG00000231453	285084	LINC01305
ENSG00000211974		
ENSG00000235797		
ENSG00000178409	57673	BEND3
ENSG00000250928		
ENSG00000157856	92749	DRC1
ENSG00000226317	100874137	LINC00351
ENSG00000259996		RARRES2P8
ENSG00000279245	286967	FAM223A
ENSG00000279245	100132967	FAM223A
ENSG00000231178		
ENSG00000163586	2168	FABP1
ENSG00000243961		
ENSG00000176868		
ENSG00000234777	102724053	
ENSG00000267389		
ENSG00000237005		HIGD1AP15
ENSG00000166833	89797	NAV2
ENSG00000169018	10116	FEM1B
ENSG00000019169	8685	MARCO
ENSG00000156886	3681	ITGAD
ENSG00000253997		
ENSG00000254212		
ENSG00000225981		
ENSG00000283157		
ENSG00000267801		
ENSG00000233590		
ENSG00000245146		LINC01024
ENSG00000055955	3700	ITIH4
ENSG00000165861	53349	ZFYVE1
ENSG00000184838	51334	PRR16
ENSG00000283257		
ENSG00000282826	100289097	FRG1CP
ENSG00000233360	101927051	
ENSG00000187942	401944	LDLRAD2
ENSG00000077238	3566	IL4R
ENSG00000241779	79897	RPP21
ENSG00000234040		
ENSG00000132481	91107	TRIM47
ENSG00000258378		
ENSG00000234925		ATP5HP4
ENSG00000237370		
ENSG00000224368		ARAFP2
ENSG00000237640		
ENSG00000169075		
ENSG00000234387		
ENSG00000258996		
ENSG00000203650	101928287	LINC01285
ENSG00000280709	727924	
ENSG00000216480		
ENSG00000235849	100874102	HS6ST2-AS1
ENSG00000103174	51172	NAGPA
ENSG00000232685	348021	LINC00442
ENSG00000223633		
ENSG00000229381	10107	TRIM10
ENSG00000184564	84189	SLITRK6
ENSG00000260994		AGGF1P7
ENSG00000189114	388552	BLOC1S3
ENSG00000244676		
ENSG00000274670		
ENSG00000176834	54621	VSIG10
ENSG00000235279		
ENSG00000075891	5076	PAX2
ENSG00000249688		
ENSG00000249272		UNC93B8
ENSG00000084207	2950	GSTP1
ENSG00000229287		FABP5P4
ENSG00000273061	101929351	CDC37L1-AS1
ENSG00000218792		HSPD1P16
ENSG00000260905		
ENSG00000235984	100873969	GPC5-AS1
ENSG00000225170		
ENSG00000211632		IGKV3D-11
ENSG00000133574	55303	GIMAP4
ENSG00000225079		FTH1P22
ENSG00000274779	23420	NOMO1
ENSG00000196505	54834	GDAP2
ENSG00000229307		LINC00459
ENSG00000243775	202459	OSTCP1
ENSG00000243302		
ENSG00000281179		
ENSG00000217236	100131390	SP9
ENSG00000175611	100128782	LINC00476
ENSG00000223802	2657	CERS1
ENSG00000223802	10715	CERS1
ENSG00000236714	101926975	
ENSG00000225185		
ENSG00000236263		
ENSG00000255730		
ENSG00000244171		PBX2P1
ENSG00000134962	152831	KLB
ENSG00000167798	388503	C3P1
ENSG00000178980	6415	SEPW1
ENSG00000198818	113402	SFT2D1
ENSG00000236559		
ENSG00000185065		
ENSG00000282314		
ENSG00000256658		
ENSG00000261191		
ENSG00000148488	338596	ST8SIA6
ENSG00000227246	170680	PSORS1C2
ENSG00000274587	10288	LILRB3
ENSG00000274587	11025	LILRB3
ENSG00000274587	102725035	LILRB3
ENSG00000172318	8708	B3GALT1
ENSG00000140553	55898	UNC45A
ENSG00000177143	1068	CETN1
ENSG00000070785	8891	EIF2B3
ENSG00000275145	2483	FRG1
ENSG00000271579		
ENSG00000274869		
ENSG00000185966	353145	LCE3E
ENSG00000144635	51143	DYNC1LI1
ENSG00000226853		
ENSG00000147224	5631	PRPS1
ENSG00000264971		PRR13P4
ENSG00000274511	115653	KIR3DL3
ENSG00000254230		
ENSG00000088356	81572	PDRG1
ENSG00000215910		C1orf167
ENSG00000270038		
ENSG00000166947	2038	EPB42
ENSG00000242973	101926934	
ENSG00000140403	55466	DNAJA4
ENSG00000253481		IGKV1OR22-1
ENSG00000260552	101927809	
ENSG00000234267		TULP3P1
ENSG00000227171	80352	RNF39
ENSG00000139718	23067	SETD1B
ENSG00000218363		SLC25A20P1
ENSG00000225213		
ENSG00000178057	25915	NDUFAF3
ENSG00000142039	90324	CCDC97
ENSG00000251517		
ENSG00000251199		
ENSG00000273864	79166	LILRP2
ENSG00000261375		
ENSG00000279444		
ENSG00000177590		GIMAP3P
ENSG00000206069	255349	TMEM211
ENSG00000261102		ATP5J2P6
ENSG00000215203	389207	GRXCR1
ENSG00000141424	25800	SLC39A6
ENSG00000235217		TSPY26P
ENSG00000253644	105375680	
ENSG00000178053	4291	MLF1
ENSG00000241535		CBX5P1
ENSG00000220256		
ENSG00000263923		
ENSG00000237876		AKR1B1P4
ENSG00000249197		OR10J9P
ENSG00000259878		
ENSG00000235120		BSN-AS1
ENSG00000255335	102723330	
ENSG00000204382	653067	XAGE1B
ENSG00000204382	653220	XAGE1B
ENSG00000150977	196383	RILPL2
ENSG00000166104		
ENSG00000231889		TRAF3IP2-AS1
ENSG00000278797		
ENSG00000255005		
ENSG00000164061	8927	BSN
ENSG00000279752		
ENSG00000267590		NDUFA3P1
ENSG00000280194		
ENSG00000204304	5089	PBX2
ENSG00000228147	285834	HCG22
ENSG00000171357	541468	LURAP1
ENSG00000224587	9656	MDC1
ENSG00000224545		
ENSG00000279687		
ENSG00000134809	26519	TIMM10
ENSG00000282546		
ENSG00000272647		
ENSG00000166681	27018	BEX3
ENSG00000125787	2797	GNRH2
ENSG00000057019	131566	DCBLD2
ENSG00000198690	22909	FAN1
ENSG00000262651		
ENSG00000233851		LATS2-AS1
ENSG00000232354		VIPR1-AS1
ENSG00000281904		
ENSG00000141028		CDRT15P1
ENSG00000228104		BRD2-IT1
ENSG00000280375		
ENSG00000149485	3992	FADS1
ENSG00000149485	100302263	FADS1
ENSG00000270226		
ENSG00000233891		
ENSG00000232237	647219	ASCL5
ENSG00000227405		ZDHHC20P2
ENSG00000236993		GAPDHP21
ENSG00000234052		
ENSG00000214222		TUBBP2
ENSG00000227101		
ENSG00000126524	51119	SBDS
ENSG00000273287		
ENSG00000225470	554203	JPX
ENSG00000205240		OR7E36P
ENSG00000270969		
ENSG00000205423	255919	CNEP1R1
ENSG00000244020	645745	MT1HL1
ENSG00000250074		
ENSG00000254094		
ENSG00000253188		TRBV6-7
ENSG00000253399		
ENSG00000233852		
ENSG00000218472		
ENSG00000248442		OR10J7P
ENSG00000197746	5660	PSAP
ENSG00000229063		TRBV23OR9-2
ENSG00000224659	645051	GAGE12J
ENSG00000224659	729396	GAGE12J
ENSG00000186603	84842	HPDL
ENSG00000206567		
ENSG00000175264	8534	CHST1
ENSG00000215805		
ENSG00000281161		
ENSG00000271993		
ENSG00000253416		
ENSG00000258057	100286844	BCDIN3D-AS1
ENSG00000217327		RPS7P5
ENSG00000154065	147463	ANKRD29
ENSG00000115355	55704	CCDC88A
ENSG00000065328	55388	MCM10
ENSG00000106211	3315	HSPB1
ENSG00000177700	5441	POLR2L
ENSG00000166391	80168	MOGAT2
ENSG00000280156		
ENSG00000109805	64151	NCAPG
ENSG00000248262		
ENSG00000232751		
ENSG00000023330	211	ALAS1
ENSG00000251210	101929019	
ENSG00000162551	249	ALPL
ENSG00000179144	168537	GIMAP7
ENSG00000278110		
ENSG00000248098	593	BCKDHA
ENSG00000198261		OR5BB1P
ENSG00000269707		
ENSG00000230926		
ENSG00000279807		
ENSG00000137098	26206	SPAG8
ENSG00000196866	3013	HIST1H2AD
ENSG00000103423	9093	DNAJA3
ENSG00000229627		BSNDP4
ENSG00000250668	101929261	
ENSG00000283064		
ENSG00000233128		
ENSG00000205913	100128788	SRRM2-AS1
ENSG00000225472		
ENSG00000249868		
ENSG00000226908		HIST1H2BPS3
ENSG00000147130	9203	ZMYM3
ENSG00000163491	152110	NEK10
ENSG00000235546		
ENSG00000056558	7185	TRAF1
ENSG00000223784		
ENSG00000120694	10808	HSPH1
ENSG00000186654	55615	PRR5
ENSG00000173809	91646	TDRD12
ENSG00000249865		
ENSG00000229230		MT1P3
ENSG00000115944	9167	COX7A2L
ENSG00000129493	25938	HEATR5A
ENSG00000258509		
ENSG00000149357	55004	LAMTOR1
ENSG00000278788	22904	SBNO2
ENSG00000125966	10893	MMP24
ENSG00000139572	53831	GPR84
ENSG00000227913		KRT8P44
ENSG00000206206	1616	DAXX
ENSG00000260657		
ENSG00000146966	27147	DENND2A
ENSG00000160570	162989	DEDD2
ENSG00000226663		MTND4P10
ENSG00000282450		
ENSG00000273719		
ENSG00000273066		
ENSG00000276293	8396	PIP4K2B
ENSG00000263647		
ENSG00000243189	3108	HLA-DMA
ENSG00000114520	8723	SNX4
ENSG00000213222		
ENSG00000233311		MTCO1P54
ENSG00000256374	645142	PPIAL4D
ENSG00000248583		
ENSG00000266872		
ENSG00000223766	80742	PRR3
ENSG00000107833	10360	NPM3
ENSG00000231132		
ENSG00000158292	387509	GPR153
ENSG00000231479	80736	SLC44A4
ENSG00000281693		
ENSG00000272226		
ENSG00000197077	85379	KIAA1671
ENSG00000258837		
ENSG00000245857	100652791	
ENSG00000262700		
ENSG00000123178	57213	SPRYD7
ENSG00000243257		MTCO2P29
ENSG00000276731	3803	KIR2DL2
ENSG00000162627	51375	SNX7
ENSG00000132702	60484	HAPLN2
ENSG00000211930		IGHD3-3
ENSG00000281543		
ENSG00000213280		
ENSG00000280828		
ENSG00000239589	255025	LINC00879
ENSG00000236626		MTND5P17
ENSG00000158125	7498	XDH
ENSG00000241890		RPL13P4
ENSG00000271185		
ENSG00000261758		
ENSG00000235666		SUMO2P1
ENSG00000242968		
ENSG00000237002		
ENSG00000269433	101060233	OPN1MW3
ENSG00000281332		LINC00997
ENSG00000230648		
ENSG00000134759	55250	ELP2
ENSG00000241255		
ENSG00000282358		
ENSG00000218819	100129278	TDRD15
ENSG00000135211	85025	TMEM60
ENSG00000261087		
ENSG00000275488		
ENSG00000242849		ALDOAP1
ENSG00000100151	9463	PICK1
ENSG00000175356	57758	SCUBE2
ENSG00000178464		
ENSG00000137392	1208	CLPS
ENSG00000270930		GRAMD4P8
ENSG00000230322		
ENSG00000123975	1164	CKS2
ENSG00000257680		
ENSG00000233956		BTF3P6
ENSG00000258108		
ENSG00000166971	64400	AKTIP
ENSG00000249956		UGT2B24P
ENSG00000249253		
ENSG00000278634	11027	LILRA2
ENSG00000264243		
ENSG00000275636		
ENSG00000249209		
ENSG00000214743		MRPS5P3
ENSG00000105371	3386	ICAM4
ENSG00000250828		
ENSG00000164877	79778	MICALL2
ENSG00000258949		
ENSG00000265010		
ENSG00000101331	140706	CCM2L
ENSG00000229817		
ENSG00000282412		
ENSG00000278918		
ENSG00000235297		FAUP1
ENSG00000166368	120776	OR2D2
ENSG00000226307		HNRNPDLP1
ENSG00000230511		NOP56P1
ENSG00000251172		
ENSG00000179476	122525	C14orf28
ENSG00000273546		LILRP1
ENSG00000253373		
ENSG00000198715	112770	GLMP
ENSG00000137547	29088	MRPL15
ENSG00000235222	4439	MSH5
ENSG00000161547	6427	SRSF2
ENSG00000161547	693221	SRSF2
ENSG00000188488	5104	SERPINA5
ENSG00000189221	4128	MAOA
ENSG00000256448		
ENSG00000258943		
ENSG00000139636	55716	LMBR1L
ENSG00000161642	25946	ZNF385A
ENSG00000231726		HMGN2P38
ENSG00000224161		RPS26P54
ENSG00000185149	4887	NPY2R
ENSG00000270499		MKI67P1
ENSG00000267669		
ENSG00000282378		
ENSG00000231027		
ENSG00000277783		
ENSG00000205269	100113407	TMEM170B
ENSG00000214973		CHCHD3P3
ENSG00000255343		
ENSG00000138814	5530	PPP3CA
ENSG00000254519		
ENSG00000149054	7762	ZNF215
ENSG00000141505	432	ASGR1
ENSG00000130558	10439	OLFM1
ENSG00000151552	5860	QDPR
ENSG00000215284		
ENSG00000244157		EIF4E2P2
ENSG00000249815		
ENSG00000197580	83875	BCO2
ENSG00000278963		
ENSG00000183763	10293	TRAIP
ENSG00000089159	5829	PXN
ENSG00000018236	1272	CNTN1
ENSG00000184349	1946	EFNA5
ENSG00000213279		
ENSG00000279161		
ENSG00000185664	6490	PMEL
ENSG00000171466	54811	ZNF562
ENSG00000250822	401177	
ENSG00000197124	91120	ZNF682
ENSG00000255111		
ENSG00000214760		RPL21P1
ENSG00000256281		
ENSG00000226057		PHF2P2
ENSG00000101871	4281	MID1
ENSG00000171206	81603	TRIM8
ENSG00000246526		
ENSG00000279859		
ENSG00000249304		
ENSG00000070018	4040	LRP6
ENSG00000180801	79642	ARSJ
ENSG00000250551		
ENSG00000107949	56647	BCCIP
ENSG00000217809		FAT1P1
ENSG00000229239		
ENSG00000237359		
ENSG00000275214	3429	IFI27
ENSG00000275312		
ENSG00000234900		
ENSG00000002549	51056	LAP3
ENSG00000259639		
ENSG00000103363	6923	TCEB2
ENSG00000250772	101927007	LINC01365
ENSG00000249959		
ENSG00000248522	100133234	SBF1P1
ENSG00000230546		
ENSG00000274952	3804	KIR2DL3
ENSG00000180019		
ENSG00000223947		
ENSG00000267547		
ENSG00000130066	6303	SAT1
ENSG00000235228		
ENSG00000261290		CYP4A44P
ENSG00000220349		
ENSG00000230140		
ENSG00000238156		
ENSG00000165512	7570	ZNF22
ENSG00000262616		KRTAP3-4P
ENSG00000168917	80723	SLC35G2
ENSG00000229723		LINC01054
ENSG00000258988		
ENSG00000256913		
ENSG00000215450		
ENSG00000248138		
ENSG00000275791		TRBV10-3
ENSG00000250492		INTS6P1
ENSG00000270361		
ENSG00000224116	285954	INHBA-AS1
ENSG00000182346	267012	DAOA
ENSG00000224452		RSL24D1P6
ENSG00000184575	11260	XPOT
ENSG00000276597		TRBV11-3
ENSG00000282461		
ENSG00000279665		
ENSG00000250540		
ENSG00000230395		
ENSG00000225676		
ENSG00000163612		FAM86KP
ENSG00000273151		
ENSG00000280090	283162	OR8B4
ENSG00000229692		SOS1-IT1
ENSG00000248466		
ENSG00000228819		
ENSG00000260236		
ENSG00000236133		LINC01069
ENSG00000254542		NAV2-AS3
ENSG00000262050	105371592	
ENSG00000137473	83894	TTC29
ENSG00000232530		
ENSG00000233821		ENOX1-AS1
ENSG00000172818	5017	OVOL1
ENSG00000271117		
ENSG00000282255		
ENSG00000251526		
ENSG00000143674	84451	
ENSG00000146453	154197	PNLDC1
ENSG00000143153	481	ATP1B1
ENSG00000228167		
ENSG00000274104		
ENSG00000256927		
ENSG00000168970	8681	JMJD7-PLA2G4B
ENSG00000270031		
ENSG00000230373	642402	GOLGA6L5P
ENSG00000226473		
ENSG00000257087		
ENSG00000163060	150483	TEKT4
ENSG00000278908		
ENSG00000258980		EIF1AXP2
ENSG00000250850		
ENSG00000250564	102546229	
ENSG00000279874		
ENSG00000261035		
ENSG00000264699		
ENSG00000258885		
ENSG00000273813		
ENSG00000256350		
ENSG00000223383		HIST1H2APS6
ENSG00000224395	26716	OR2H1
ENSG00000163520	2199	FBLN2
ENSG00000277773	6606	SMN2
ENSG00000277773	6607	SMN2
ENSG00000164007	149461	CLDN19
ENSG00000257408		
ENSG00000259623		
ENSG00000238009		
ENSG00000160216	56894	AGPAT3
ENSG00000134160	4308	TRPM1
ENSG00000237585		LINC00407
ENSG00000257254		
ENSG00000162032	90864	SPSB3
ENSG00000145375	166378	SPATA5
ENSG00000161036	222229	LRWD1
ENSG00000161036	100616367	LRWD1
ENSG00000161036	100847073	LRWD1
ENSG00000229638		RPL4P4
ENSG00000143952	51542	VPS54
ENSG00000163964	54965	PIGX
ENSG00000255649		
ENSG00000125888	140836	BANF2
ENSG00000281326		
ENSG00000241511		RPS15AP24
ENSG00000132294	23167	EFR3A
ENSG00000223698		GOLGA6L11P
ENSG00000261757		
ENSG00000163900	90407	TMEM41A
ENSG00000278271	3805	KIR2DL4
ENSG00000232226		ARSFP1
ENSG00000243568		
ENSG00000140297	9245	GCNT3
ENSG00000274903		
ENSG00000231955		
ENSG00000100288	1120	CHKB
ENSG00000282115		
ENSG00000233342		
ENSG00000280393		
ENSG00000234913		
ENSG00000204444	55937	APOM
ENSG00000248671	285407	
ENSG00000214142		RPL7P60
ENSG00000047365	116984	ARAP2
ENSG00000237331		XIAP-AS1
ENSG00000247708	100507266	STX18-AS1
ENSG00000211776		TRAV2
ENSG00000234420	100129482	ZNF37BP
ENSG00000167863	10476	ATP5H
ENSG00000104290	7976	FZD3
ENSG00000104957	81576	CCDC130
ENSG00000170145	23235	SIK2
ENSG00000108691	6347	CCL2
ENSG00000275777		IGKV3D-7
ENSG00000217786		
ENSG00000164270	3360	HTR4
ENSG00000124067	6560	SLC12A4
ENSG00000174231	10594	PRPF8
ENSG00000227204		RBMY2JP
ENSG00000226257	8859	STK19
ENSG00000256254		
ENSG00000280476		
ENSG00000029534	286	ANK1
ENSG00000206072	89778	SERPINB11
ENSG00000225291	442191	OR14J1
ENSG00000234494		SP2-AS1
ENSG00000272248		
ENSG00000235092	100506299	ID2-AS1
ENSG00000223569	100288520	USP17L15
ENSG00000280740		
ENSG00000234355		FTH1P27
ENSG00000162384	54987	C1orf123
ENSG00000166960	374864	CCDC178
ENSG00000271093		IGLCOR22-2
ENSG00000241200		ZNF736P7Y
ENSG00000233021		
ENSG00000224820		BTF3P4
ENSG00000183617	116541	MRPL54
ENSG00000109991	5024	P2RX3
ENSG00000167193	1398	CRK
ENSG00000211684		IGLJ7
ENSG00000168961	3965	LGALS9
ENSG00000205832	342346	C16orf96
ENSG00000269938		
ENSG00000214198		TTC41P
ENSG00000227927	140848	MACROD2-IT1
ENSG00000267940		
ENSG00000237821		
ENSG00000233910		GTF2F2P2
ENSG00000169302	202374	STK32A
ENSG00000132676	7818	DAP3
ENSG00000243781		
ENSG00000235420		RPL29P30
ENSG00000262049		
ENSG00000272642		
ENSG00000231266		
ENSG00000276583	200958	MUC20
ENSG00000280132		
ENSG00000236769		
ENSG00000259212		
ENSG00000243725	7268	TTC4
ENSG00000184083	54954	FAM120C
ENSG00000272774		
ENSG00000228409		CCT6P1
ENSG00000074621	9187	SLC24A1
ENSG00000242618		
ENSG00000136939	254973	OR1L4
ENSG00000114767	9136	RRP9
ENSG00000104044	4948	OCA2
ENSG00000251129	102723828	
ENSG00000237661		
ENSG00000226455		
ENSG00000227359		
ENSG00000254910		
ENSG00000165794	29986	SLC39A2
ENSG00000125726	970	CD70
ENSG00000184060	55803	ADAP2
ENSG00000160999	10603	SH2B2
ENSG00000240096		
ENSG00000275737	100132285	KIR2DS2
ENSG00000237619		OR3B1P
ENSG00000178691	23512	SUZ12
ENSG00000273963		ENPP7P14
ENSG00000276876	4661	MYT1
ENSG00000281186	100652997	LINC00706
ENSG00000169100	293	SLC25A6
ENSG00000267070		
ENSG00000100304	23170	TTLL12
ENSG00000242044		
ENSG00000279192	8123	PWAR5
ENSG00000182916	56849	TCEAL7
ENSG00000216588	147710	IGSF23
ENSG00000174775	3265	HRAS
ENSG00000120693	4093	SMAD9
ENSG00000273855		
ENSG00000257820		MRPS6P4
ENSG00000275614		
ENSG00000236199		
ENSG00000236510		
ENSG00000149948	8091	HMGA2
ENSG00000205268	5150	PDE7A
ENSG00000269320		VN1R93P
ENSG00000224949		
ENSG00000231869		
ENSG00000228395		
ENSG00000231898		
ENSG00000105171	10775	POP4
ENSG00000270181		BIVM-ERCC5
ENSG00000175105	55279	ZNF654
ENSG00000235718	83552	MFRP
ENSG00000264707	101927150	L3MBTL4-AS1
ENSG00000114956	1716	DGUOK
ENSG00000233823		
ENSG00000129195	54478	FAM64A
ENSG00000100290	638	BIK
ENSG00000225293		ABCD1P4
ENSG00000237309		MTND2P6
ENSG00000204414	1444	CSHL1
ENSG00000256581		NLRP9P1
ENSG00000130779	6249	CLIP1
ENSG00000132341	5901	RAN
ENSG00000229496	7919	DDX39B
ENSG00000266445		
ENSG00000226949		OR6K5P
ENSG00000228392	101929116	
ENSG00000129250	10749	KIF1C
ENSG00000224933		LINC01034
ENSG00000237192	10107	TRIM10
ENSG00000267765		
ENSG00000227463	101927575	
ENSG00000261114		
ENSG00000102977	65057	ACD
ENSG00000216817		R3HDM2P2
ENSG00000240042		
ENSG00000273041		ATF4P2
ENSG00000234809	11270	NRM
ENSG00000127780	8388	OR1E2
ENSG00000250124		
ENSG00000274026	100131997	FAM27E3
ENSG00000272915		
ENSG00000074370	489	ATP2A3
ENSG00000258376		
ENSG00000278326	57718	PPP4R4
ENSG00000279268		
ENSG00000075240	23151	GRAMD4
ENSG00000101049	10110	SGK2
ENSG00000271287		BCRP9
ENSG00000100490	8814	CDKL1
ENSG00000254315		
ENSG00000227969		NPM1P22
ENSG00000279083		
ENSG00000006652	3475	IFRD1
ENSG00000116830	8458	TTF2
ENSG00000211805		TRAV24
ENSG00000138892		TTLL8
ENSG00000123572	203447	NRK
ENSG00000277851		
ENSG00000130202	5819	NECTIN2
ENSG00000187987	222696	ZSCAN23
ENSG00000232983		
ENSG00000136546	6332	SCN7A
ENSG00000230459		
ENSG00000161526	29115	SAP30BP
ENSG00000254473		
ENSG00000267783		
ENSG00000280425		
ENSG00000178531	404217	CTXN1
ENSG00000051108	9709	HERPUD1
ENSG00000203396		
ENSG00000105550	26291	FGF21
ENSG00000102554	688	KLF5
ENSG00000075426	2355	FOSL2
ENSG00000232429		RPL21P131
ENSG00000187961	339451	KLHL17
ENSG00000253630		
ENSG00000258036		KRT125P
ENSG00000274084	3904	LAIR2
ENSG00000204033	340745	LRIT2
ENSG00000254112		
ENSG00000267852		
ENSG00000279391		
ENSG00000139719	65082	VPS33A
ENSG00000280086		
ENSG00000273681		FAM210CP
ENSG00000047457	1356	CP
ENSG00000267428		
ENSG00000183856	128239	IQGAP3
ENSG00000120742	27230	SERP1
ENSG00000176269	441308	OR4F21
ENSG00000259384	2688	GH1
ENSG00000228927	728137	TSPY3
ENSG00000068903	22933	SIRT2
ENSG00000111412	79794	C12orf49
ENSG00000226056		MTND4P32
ENSG00000124875	6372	CXCL6
ENSG00000236441		DDX39BP1
ENSG00000213401	4111	MAGEA12
ENSG00000241961		
ENSG00000100979	5360	PLTP
ENSG00000134042	83876	MRO
ENSG00000274612		
ENSG00000226415		TPI1P1
ENSG00000272567		
ENSG00000278716		
ENSG00000128791	57045	TWSG1
ENSG00000230855	442186	OR2J3
ENSG00000214289		RPL39P5
ENSG00000234910		IL6RP1
ENSG00000267723		
ENSG00000229154	100873997	KCNQ5-AS1
ENSG00000224841	5863	RGL2
ENSG00000177888	360023	ZBTB41
ENSG00000273189		
ENSG00000146376	93663	ARHGAP18
ENSG00000230730		
ENSG00000233734	170679	PSORS1C1
ENSG00000273693		C2orf27AP1
ENSG00000158815	8822	FGF17
ENSG00000275649		
ENSG00000277862		PRAMEF34P
ENSG00000225643		
ENSG00000267108		
ENSG00000237330	401934	RNF223
ENSG00000268234		FKBP4P6
ENSG00000232612		RPL31P35
ENSG00000117877	10849	CD3EAP
ENSG00000267463		UBE2V2P2
ENSG00000073146	54456	MOV10L1
ENSG00000272769		
ENSG00000255401		
ENSG00000275310		
ENSG00000112337	10246	SLC17A2
ENSG00000233721		
ENSG00000034053	321	APBA2
ENSG00000274021		
ENSG00000254470	91056	AP5B1
ENSG00000229508		PHKG1P4
ENSG00000064313	6873	TAF2
ENSG00000226078		
ENSG00000241828		
ENSG00000257056	105370424	
ENSG00000255885		
ENSG00000232808	252951	TTTY20
ENSG00000282539		
ENSG00000232351	106480429	HLA-DQB1-AS1
ENSG00000213397	55559	HAUS7
ENSG00000126246	79713	IGFLR1
ENSG00000146872	11011	TLK2
ENSG00000083838	55663	ZNF446
ENSG00000049192	11174	ADAMTS6
ENSG00000256116		
ENSG00000149089	51074	APIP
ENSG00000150768	1737	DLAT
ENSG00000059145	64718	UNKL
ENSG00000187595	201181	ZNF385C
ENSG00000072778	37	ACADVL
ENSG00000224089	728036	CT47A10
